"key","status","en_was","en","translation"
"data.wineries.nicolaides.transport","new","","Pitsilia. ~50 min from Limassol.","Pitsilia. Cca 50 min de Limassol."
"data.wineries.nicolaides.winterTip","new","","High-altitude Pitsilia. Cooler in winter. Tasting room warms you. Kykkos nearby.","Pitsilia de altitudine. Mai răcoros iarna. Sala de degustare te încălzește. Kykkos în apropiere."
"data.wineries.oenou-yi.bestTimeToVisit","new","","Dec to Mar; combine with Omodos loop.","Dec–mar; combinați cu bucla Omodos."
"data.wineries.oenou-yi.openingHours","new","","10:00–17:00 in season; call ahead Nov–Mar.","10:00–17:00 în sezon; nov–mar sunați înainte de vizită."
"data.wineries.oenou-yi.parking","new","","On-site.","La fața locului."
"data.wineries.oenou-yi.tastingInfo","new","","Tours and tastings 10:00–17:00 in season; call ahead Nov–Mar.","Tururi și degustări 10:00–17:00 în sezon; nov–mar sunați înainte de vizită."
"data.wineries.oenou-yi.transport","new","","Omodos village; Afamis–Laona hills.","Satul Omodos; dealurile Afamis–Laona."
"data.wineries.oenou-yi.winterTip","new","","Do monastery and village first, then Oenou Yi. Mountain views from facility.","Întâi mănăstirea și satul, apoi Oenou Yi. Priveliște montană de la cramă."
"data.wineries.olympus-winery.openingHours","new","","08:00–17:00. Call ahead in winter.","08:00–17:00. Iarna sunați înainte."
"data.wineries.olympus-winery.tastingInfo","new","","Tours and tastings. 08:00–17:00.","Tururi și degustări. 08:00–17:00."
"data.wineries.olympus-winery.winterTip","new","","Combine with ski or hike. Road can be snowy Jan–Feb; call ahead.","Combinați cu schi sau drumeție. Drumul poate fi înzăpezit ian.–feb.; sunați înainte."
"data.wineries.papaioannou.tastingInfo","new","","Tastings in season; call ahead Nov–Mar.","Degustări în sezon; nov.–mar. sunați înainte."
"data.wineries.papaioannou.winterTip","new","","Vasa village. The grand cellar is worth seeing. Groups welcome. Combine with Koilani and Vlassides.","Satul Vasa. Pivnița mare merită văzută. Grupurile sunt binevenite. Combinați cu Koilani și Vlassides."
"data.wineries.petrides.bestTimeToVisit","new","","Dec to Mar; quiet afternoon.","Dec.–mar.; o după-amiază liniștită."
"data.wineries.petrides.openingHours","new","","By appointment; call ahead Nov–Mar.","Cu programare; sunați înainte nov.–mar."
"data.wineries.petrides.parking","new","","On-site.","La fața locului."
"data.wineries.petrides.tastingInfo","new","","By appointment only.","Doar cu programare."
"data.wineries.petrides.transport","new","","Phinikas, western Laona.","Phinikas, Laona de vest."
"data.wineries.petrides.winterTip","new","","Western Paphos. Phinikas. Boutique. Valley views. Book ahead.","Vestul Paphosului. Phinikas. Boutique. Priveliști spre vale. Rezervați din timp."
"data.wineries.pittali.tastingInfo","new","","By appointment; call ahead","Cu programare; sunați înainte"
"data.wineries.pittali.winterTip","new","","High-altitude Pitsilia. Call ahead. Combine with Madari Ridge walk. The mountain does the work.","Pitsilia de altitudine. Sunați înainte. Combinați cu creasta Madari. Muntele face treaba."
"data.wineries.povis.tastingInfo","new","","By appointment; call ahead","Cu programare; sunați înainte"
"data.wineries.povis.winterTip","new","","Small and personal. Call ahead. Chrysorrogiatissa Monastery nearby.","Mic și personal. Sunați înainte. Mănăstirea Chrysorrogiatissa în apropiere."
"data.wineries.revecca.tastingInfo","new","","By appointment only","Doar cu programare"
"data.wineries.revecca.winterTip","new","","Small-batch. Call ahead. Agios Mamas is quiet Commandaria country.","Producție mică. Sunați înainte. Agios Mamas e ținutul liniștit al Commandariei."
"data.wineries.santo.bestTimeToVisit","new","","Dec to Mar, 12:00–14:00 or late afternoon for golden hour.","Dec.–mar., 12:00–14:00 sau după-amiaza târziu pentru ora de aur."
"data.wineries.santo.openingHours","new","","Restaurant 12:00–16:00; check for winter variations.","Restaurant 12:00–16:00; verificați variațiile de iarnă."
"data.wineries.santo.parking","new","","On-site.","La fața locului."
"data.wineries.santo.tastingInfo","new","","Restaurant 12:00–16:00 in season; tastings by appointment Nov–Mar. Book ahead for groups.","Restaurant 12:00–16:00 în sezon; degustări cu programare nov.–mar. Pentru grupuri, rezervați din timp."
"data.wineries.santo.transport","new","","Hill above Limassol; Krasochoria corridor.","Deal deasupra orașului Limassol; coridorul Krasochoria."
"data.wineries.santo.winterTip","new","","Book lunch for sea views; the terrace fills at weekends. Sunset in Dec is ~17:00.","Rezervați prânzul cu vedere la mare; terasa se umple în weekenduri. Apusul în decembrie e pe la 17:00."
"data.wineries.savvas.bestTimeToVisit","new","","Dec to Mar; call ahead.","Dec.–mar.; sunați înainte."
"data.wineries.savvas.openingHours","new","","By appointment; call ahead Nov–Mar.","Cu programare; sunați înainte nov.–mar."
"data.wineries.savvas.parking","new","","On-site.","La fața locului."
"data.wineries.savvas.tastingInfo","new","","By appointment.","Cu programare."
"data.wineries.savvas.transport","new","","Silikou 650 m, Commandaria zone.","Silikou 650 m, zona Commandaria."
"data.wineries.savvas.winterTip","new","","Combine with Commandaria Museum in Silikou. Stone cellar, centuries of tradition.","Combinați cu Muzeul Commandaria din Silikou. Pivniță de piatră, secole de tradiție."
"data.wineries.semeli.openingHours","new","","By appointment; call ahead Nov–Mar.","Cu programare; sunați înainte nov.–mar."
"data.wineries.semeli.parking","new","","On-site.","La fața locului."
"data.wineries.semeli.tastingInfo","new","","Tastings by appointment","Degustări cu programare"
"data.wineries.semeli.transport","new","","~40 min from Nicosia. Mesaoria foothills.","Cca 40 min de Nicosia. Poalele Mesaoriei."
"data.wineries.semeli.winterTip","new","","Nicosia's closest quality winery. Combine with Lefkara or Machairas. Book ahead.","Cea mai apropiată cramă de calitate de Nicosia. Combinați cu Lefkara sau Machairas. Rezervați din timp."
"data.wineries.silikou-museum.tastingInfo","new","","Contact village for hours; tastings sometimes available","Contactați satul pentru program; degustări uneori disponibile"
"data.wineries.silikou-museum.winterTip","new","","Call ahead. Silikou is off the main loop; fewer visitors, more room to breathe. Combine with Savvas winery for a full Commandaria day.","Sunați înainte. Silikou e în afara buclei principale; mai puțini vizitatori, mai mult spațiu să respiri. Combinați cu crama Savvas pentru o zi întreagă de Commandaria."
"data.wineries.sodap.openingHours","new","","By appointment; book ahead for tours. Call ahead Nov–Mar.","Cu programare; rezervați tururile din timp. Nov.–mar. sunați înainte."
"data.wineries.sodap.parking","new","","On-site.","La fața locului."
"data.wineries.sodap.tastingInfo","new","","Tours and tastings; book ahead","Tururi și degustări; rezervați din timp"
"data.wineries.sodap.transport","new","","Limassol seafront. Central.","Faleza Limassol. Central."
"data.wineries.sodap.winterTip","new","","Historic cooperative. Industrial scale, heritage story. Easy from Limassol centre.","Cooperativă istorică. Scară industrială, poveste de patrimoniu. Ușor de ajuns din centrul Limassolului."
"data.wineries.solia.openingHours","new","","By appointment; call ahead Nov–Mar.","Cu programare; sunați înainte nov.–mar."
"data.wineries.solia.parking","new","","On-site.","La fața locului."
"data.wineries.solia.tastingInfo","new","","By appointment; call ahead","Cu programare; sunați înainte"
"data.wineries.solia.transport","new","","Nicosia hills. ~45 min from capital.","Dealurile Nicosiei. Cca 45 min de capitală."
"data.wineries.solia.winterTip","new","","Off the main routes. Intimate. Combine with Agros or Machairas.","În afara rutelor principale. Intim. Combinați cu Agros sau Machairas."
"data.wineries.stavrinos.bestTimeToVisit","new","","Dec to Mar; claim a seat by the fire.","Dec.–mar.; prindeți un loc lângă foc."
"data.wineries.stavrinos.openingHours","new","","By appointment; call ahead Nov–Mar.","Cu programare; sunați înainte nov.–mar."
"data.wineries.stavrinos.parking","new","","On-site.","La fața locului."
"data.wineries.stavrinos.tastingInfo","new","","By appointment; winter hours.","Cu programare; program de iarnă."
"data.wineries.stavrinos.transport","new","","Dhoros village, Krasochoria.","Satul Dhoros, Krasochoria."
"data.wineries.stavrinos.winterTip","new","","Fireplace tastings. Book ahead. Mountain views and fire—winter favourite.","Degustări lângă șemineu. Rezervați din timp. Priveliști montane și foc — preferatul iernii."
"data.wineries.sterna-boutique.bestTimeToVisit","new","","Dec to Mar; combine with Adonis or Aphrodite trail.","Dec–mar; combinați cu traseul Adonis sau Afrodita."
"data.wineries.sterna-boutique.openingHours","new","","9:30–18:00 in season; call ahead Nov–Mar.","9:30–18:00 în sezon; nov–mar sunați înainte de vizită."
"data.wineries.sterna-boutique.parking","new","","On-site.","La fața locului."
"data.wineries.sterna-boutique.tastingInfo","new","","Tastings €5; olives, bread, cheese. Cave and museum tours.","Degustări 5 €; măsline, pâine, brânză. Tururi în peșteră și muzeu."
"data.wineries.sterna-boutique.transport","new","","Kathikas, Akamas wine loop.","Kathikas, bucla vinului din Akamas."
"data.wineries.sterna-boutique.winterTip","new","","Ancient cave cellar is the draw. Kathikas village does lunch.","Pivnița antică din peșteră e punctul forte. Pentru prânz, satul Kathikas."
"data.wineries.sygkrasi.openingHours","new","","By appointment; call ahead Nov–Mar.","Cu programare; sunați înainte nov.–mar."
"data.wineries.sygkrasi.parking","new","","On-site.","La fața locului."
"data.wineries.sygkrasi.tastingInfo","new","","By appointment","Cu programare"
"data.wineries.sygkrasi.transport","new","","Kathikas village. On the Akamas–Laona loop.","Satul Kathikas. Pe bucla Akamas–Laona."
"data.wineries.sygkrasi.winterTip","new","","Kathikas. Akamas loop. Trail in the morning, wine after. The Farmyard for lunch.","Kathikas. Bucla Akamas. Traseu dimineața, vin după. The Farmyard la prânz."
"data.wineries.syndesmos.bestTimeToVisit","new","","Dec to Mar; slow afternoon.","Dec.–mar.; o după-amiază lentă."
"data.wineries.syndesmos.openingHours","new","","By appointment; call ahead Nov–Mar.","Cu programare; sunați înainte nov.–mar."
"data.wineries.syndesmos.parking","new","","On-site.","La fața locului."
"data.wineries.syndesmos.tastingInfo","new","","Call ahead for visits.","Pentru vizite, sunați înainte."
"data.wineries.syndesmos.transport","new","","Agios Georgios, Laona route.","Agios Georgios, ruta Laona."
"data.wineries.syndesmos.winterTip","new","","Cooperative; community-driven. Call ahead. Groups welcome.","Cooperativă; condusă de comunitate. Sunați înainte. Grupurile sunt binevenite."
"data.wineries.tria-elit.bestTimeToVisit","new","","Dec to Mar; combine with Kourion or harbour lunch.","Dec.–mar.; combinați cu Kourion sau un prânz în port."
"data.wineries.tria-elit.tastingInfo","new","","Tastings €8–12; reserve for groups.","Degustări 8–12 €; rezervați pentru grupuri."
"data.wineries.tria-elit.winterTip","new","","Terrace catches winter sun. Easy half-day from Limassol.","Terasa prinde soarele de iarnă. O jumătate de zi ușoară din Limassol."
"data.wineries.tsangarides.bestTimeToVisit","new","","Dec to Mar, book ahead.","Dec.–mar., rezervați din timp."
"data.wineries.tsangarides.openingHours","new","","Mon–Sat 9:00–17:00","Lun.–sâm. 9:00–17:00"
"data.wineries.tsangarides.parking","new","","On-site.","La fața locului."
"data.wineries.tsangarides.tastingInfo","new","","Tastings by appointment. Mon–Sat 9:00–17:00; closed Sun.","Degustări cu programare. Lun.–sâm. 9:00–17:00; duminică închis."
"data.wineries.tsangarides.transport","new","","Lemona, Paphos 8545.","Lemona, Paphos 8545."
"data.wineries.tsangarides.winterTip","new","","Stone-built tasting room is cosy. Laona route—combine with Vouni Panayia.","Sala de degustare din piatră e primitoare. Ruta Laona — combinați cu Vouni Panayia."
"data.wineries.tsiakkas.bestTimeToVisit","new","","Dec to Mar, 11:00–14:00. Book ahead.","Dec.–mar., 11:00–14:00. Rezervați din timp."
"data.wineries.tsiakkas.openingHours","new","","Mon–Fri 10:00–16:00, Sat 11:00–17:00. Closed Sun except select dates.","Lun.–vin. 10:00–16:00, sâm. 11:00–17:00. Duminică închis, cu excepția unor date selectate."
"data.wineries.tsiakkas.parking","new","","On-site.","La fața locului."
"data.wineries.tsiakkas.tastingInfo","new","","Guided tour & tasting Mon–Fri 12:00 & 14:00, Sat 11:00, 13:00 & 15:00. À la carte tastings by glass. Private tours from €70. Min 4 for guided.","Tur ghidat și degustare lun.–vin. la 12:00 și 14:00, sâm. la 11:00, 13:00 și 15:00. Degustări à la carte, la pahar. Tururi private de la 70 €. Minim 4 persoane pentru tur."
"data.wineries.tsiakkas.transport","new","","Pelendri, Pitsilia. ~45 min from Limassol.","Pelendri, Pitsilia. Cca 45 min de la Limassol."
"data.wineries.tsiakkas.winterTip","new","","Heated terrace in winter. Ask about the Xynisteri lees-aged.","Terasă încălzită iarna. Întrebați de Xynisteri maturat pe drojdii."
"data.wineries.vasilikon.bestTimeToVisit","new","","Dec to Mar; restaurant at lunch.","Dec–mar; restaurantul la prânz."
"data.wineries.vasilikon.openingHours","new","","Winery 8:30–18:00, restaurant 10:00–16:00 in season; call ahead Nov–Mar.","Crama 8:30–18:00, restaurantul 10:00–16:00 în sezon; nov–mar sunați înainte de vizită."
"data.wineries.vasilikon.parking","new","","On-site.","La fața locului."
"data.wineries.vasilikon.tastingInfo","new","","Tastings with cheese platters. Winery 8:30–18:00; restaurant 10:00–16:00.","Degustări cu platouri de brânzeturi. Crama 8:30–18:00; restaurantul 10:00–16:00."
"data.wineries.vasilikon.transport","new","","Kathikas 8573, Paphos.","Kathikas 8573, Paphos."
"data.wineries.vasilikon.winterTip","new","","Combine with Adonis or Aphrodite trail. Kathikas is on the Akamas loop.","Combinați cu traseul Adonis sau Afrodita. Kathikas e pe bucla Akamas."
"data.wineries.vlassides.bestTimeToVisit","new","","Dec to Mar, 11:00–13:00 or 13:30–15:00.","Dec–mar, 11:00–13:00 sau 13:30–15:00."
"data.wineries.vlassides.openingHours","new","","Mon–Fri 11:00–16:00 by appointment. Closed Sun & holidays.","Lun–vin 11:00–16:00 cu programare. Închis duminica și de sărbători."
"data.wineries.vlassides.parking","new","","On-site.","La fața locului."
"data.wineries.vlassides.tastingInfo","new","","Guided tour €10; Rainbow (3 wines) €7.50; 4×4 (4 wines + 4 cheeses) €18; Meet Winemaker €50 (min 4). Mon–Fri 11:00–16:00 by appointment.","Tur ghidat 10 €; Rainbow (3 vinuri) 7,50 €; 4×4 (4 vinuri + 4 brânzeturi) 18 €; Meet Winemaker 50 € (min. 4). Lun–vin 11:00–16:00 cu programare."
"data.wineries.vlassides.transport","new","","Koilani. From Ayios Amvrosios, follow Vouni–Kilani; sign 1.5 km past Vouni.","Koilani. Din Ayios Amvrosios urmați Vouni–Kilani; indicator la 1,5 km după Vouni."
"data.wineries.vlassides.winterTip","new","","Book at least 1 day ahead. Shiraz and Cabernet are standouts.","Rezervați cu cel puțin o zi înainte. Shiraz și Cabernet ies în evidență."
"data.wineries.vouni-panayia.bestTimeToVisit","new","","Dec to Feb, 2–3 hours. Combine with lunch in Panayia village.","Dec.–feb., 2–3 ore. Combinați cu un prânz în satul Panayia."
"data.wineries.vouni-panayia.openingHours","new","","9:00–16:00","9:00–16:00"
"data.wineries.vouni-panayia.parking","new","","On-site.","La fața locului."
"data.wineries.vouni-panayia.tastingInfo","new","","Tours and tastings; private tours with complimentary welcome glass and seasonal fruits.","Tururi și degustări; la tururile private, pahar de bun venit și fructe de sezon din partea casei."
"data.wineries.vouni-panayia.transport","new","","Archiepiskopou Makariou III Ave 60, Panayia 8640. Laona route.","Bd. Archiepiskopou Makariou III 60, Panayia 8640. Ruta Laona."
"data.wineries.vouni-panayia.winterTip","new","","Ask for a comparative Commandaria tasting—younger and older vintages side by side.","Cereți o degustare comparativă de Commandaria — ani mai tineri și mai vechi, unul lângă altul."
"data.wineries.yiannis.bestTimeToVisit","new","","Dec to Mar.","Dec.–mar."
"data.wineries.yiannis.openingHours","new","","By appointment; call ahead Nov–Mar.","Cu programare; sunați înainte nov.–mar."
"data.wineries.yiannis.parking","new","","On-site.","La fața locului."
"data.wineries.yiannis.tastingInfo","new","","By appointment.","Cu programare."
"data.wineries.yiannis.transport","new","","Kilani, Krasochoria.","Kilani, Krasochoria."
"data.wineries.yiannis.winterTip","new","","Kilani is quieter than Omodos. Reserve for winter. Combine with Koilani and Vlassides.","Kilani e mai liniștit decât Omodos. Rezervați pentru iarnă. Combinați cu Koilani și Vlassides."
"data.wineries.zambartas.bestTimeToVisit","new","","Dec to Mar, 14:00–16:00 for a quiet tasting.","Dec.–mar., 14:00–16:00 pentru o degustare liniștită."
"data.wineries.zambartas.openingHours","new","","Mon–Fri 10:00–17:00, Sat–Sun 10:00–18:00 (winter). Prior appointment recommended.","Lun.–vin. 10:00–17:00, sâm.–dum. 10:00–18:00 (iarna). Se recomandă programare în prealabil."
"data.wineries.zambartas.parking","new","","On-site.","La fața locului."
"data.wineries.zambartas.tastingInfo","new","","Winemaker's Selection €20 (4 wines + Commandaria barrel); Seasonal €15; Wine & Canapés €25. 60–90 min. Book at zambartaswineries.com/book-now.","Winemaker's Selection 20 € (4 vinuri + Commandaria din butoi); Seasonal 15 €; Wine & Canapés 25 €. 60–90 min. Rezervare la zambartaswineries.com/book-now."
"data.wineries.zambartas.transport","new","","Agios Amvrosios, Krasochoria. ~25 min from Limassol.","Agios Amvrosios, Krasochoria. Cca 25 min de la Limassol."
"data.wineries.zambartas.winterTip","new","","25 min from Limassol. Winemaker's Selection includes exclusive Commandaria barrel sample.","25 min de la Limassol. Winemaker's Selection include o mostră exclusivă de Commandaria din butoi."
"data.wineries.zambeli.openingHours","new","","By appointment; call ahead Nov–Mar.","Cu programare; sunați înainte nov.–mar."
"data.wineries.zambeli.parking","new","","On-site.","La fața locului."
"data.wineries.zambeli.tastingInfo","new","","By appointment","Cu programare"
"data.wineries.zambeli.transport","new","","Limassol corridor. ~20 min from Limassol.","Coridorul Limassol. Cca 20 min de Limassol."
"data.wineries.zambeli.winterTip","new","","Quiet favourite on the Limassol corridor. Heaters in winter. Kolossi and Kourion nearby.","Preferat liniștit pe coridorul Limassol. Încălzitoare iarna. Kolossi și Kourion în apropiere."
"discover.detail.whyNow.regionFlow","edited","{region} is a practical stop for the same day plan flow.","Easy to pair with other stops in {region} on the same day.","Ușor de combinat cu alte opriri din {region} în aceeași zi."
"email.status.bodyCancelled","new","","{provider} can't host your request for {date} ({partySize} guests). Nothing was charged.","{provider} nu poate găzdui cererea pentru {date} ({partySize} persoane). Nu s-a perceput nicio taxă."
"email.status.bodyConfirmed","new","","{provider} confirmed your request for {date} ({partySize} guests).","{provider} v-a confirmat cererea pentru {date} ({partySize} persoane)."
"email.status.bodyGuestCancelled","new","","You cancelled your request to {provider} for {date} ({partySize} guests). Nothing was charged.","Ați anulat cererea către {provider} pentru {date} ({partySize} persoane). Nu s-a perceput nimic."
"email.status.headingCancelled","new","","Your request couldn't be confirmed","Cererea nu a putut fi confirmată"
"email.status.headingConfirmed","new","","Your booking is confirmed","Rezervarea dvs. este confirmată"
"email.status.headingGuestCancelled","new","","Your request is cancelled","Cererea dvs. a fost anulată"
"email.status.nextCancelled","new","","Winter slots move fast — other bookable wineries and licensed guides are on Cyprus Winter.","Locurile de iarnă se ocupă repede — pe Cyprus Winter găsiți alte crame și ghizi licențiați."
"email.status.nextConfirmed","new","","Need to change or cancel? Reply to this email or call the venue — no charge.","Doriți o modificare sau o anulare? Răspundeți la acest e-mail sau sunați direct — fără costuri."
"email.status.nextGuestCancelled","new","","Changed your mind? You can send a new request any time — winter slots are usually flexible.","V-ați răzgândit? Puteți trimite oricând o cerere nouă — intervalele de iarnă sunt de obicei flexibile."
"email.status.subjectCancelled","new","","Update on your {provider} request","Actualizare privind cererea dvs. — {provider}"
"email.status.subjectConfirmed","new","","{provider} confirmed your booking","{provider} v-a confirmat rezervarea"
"email.status.subjectGuestCancelled","new","","Your {provider} request is cancelled","Cererea dvs. către {provider} a fost anulată"
"errors.api.IDEMPOTENCY_CONFLICT","new","","This request was already sent — check My bookings before trying again.","Cererea a fost deja trimisă — verifică rezervările tale înainte să încerci din nou."
"errors.api.NOT_FOUND","new","","This listing is no longer available.","Această înregistrare nu mai este disponibilă."
"footer.install","new","","Install the app","Instalează aplicația"
"guides.directory.footer.hubBody","edited","Contact a licensed guide directly—or book a verified hiking partner in-app and add stops to your plan.","Contact a licensed guide directly—or book a licensed hiking guide in-app and add stops to your plan.","Contactează un ghid licențiat direct — sau rezervă un ghid montan licențiat în aplicație și adaugă opriri în plan."
"guides.directory.intro","edited","{count} licensed guides from the official Visit Cyprus list (Aug 2026). Contact them directly — or book a verified winter hiking partner in-app.","{count} licensed guides from the official Visit Cyprus list (Aug 2026). Contact them directly — or book a licensed hiking guide in-app.","{count} ghizi licențiați din lista oficială Visit Cyprus (aug. 2026). Contactează-i direct — sau rezervă un ghid montan licențiat în aplicație."
"guides.directory.meta.description","edited","Official Cyprus licensed tourist guides by district and language. Deputy Ministry of Tourism list — contact guides directly. Verified hiking partners available to book in-app.","Official Cyprus licensed tourist guides by district and language. Deputy Ministry of Tourism list — contact guides directly. Licensed hiking guides available to book in-app.","Ghizi turistici licențiați din Cipru, pe district și limbă. Lista Vice-ministerului Turismului — contactează ghizii direct sau rezervă în aplicație."
"guides.directory.resultCountFiltered","new","","{count} of {total} guides — filtered","{count} din {total} ghizi — cu filtre"
"guides.directory.verifiedCta.body","edited","These guides accept requests through Cyprus Winter — Troodos, Akamas, and culture tours with email confirmation.","These guides take requests through Cyprus Winter — Troodos, Akamas, and culture tours.","Acești ghizi primesc cereri prin Cyprus Winter — Troodos, Akamas și tururi culturale."
"guides.directory.verifiedCta.button","edited","Book a verified guide","Book a licensed guide","Rezervă un ghid licențiat"
"guides.directory.verifiedCta.title","edited","Verified winter hiking partners","Licensed hiking guides — bookable in-app","Ghizi montani licențiați — rezervare în aplicație"
"guides.directory.verifiedPartnersLink","edited","Book verified hiking partners →","Book licensed hiking guides →","Rezervă un ghid licențiat →"
"home.templates.kicker","source-changed","Pre-built itineraries","Pre-built plans","Planuri gata făcute"
"home.trailConditionsStrip.asOf","new","","as of {date}","actualizat: {date}"
"home.trailConditionsStrip.cautionOnly","edited","{count} trails need caution","{count, plural, one {# trail needs caution} other {# trails need caution}}","{count, plural, one {# traseu necesită atenție} few {# trasee necesită atenție} other {# de trasee necesită atenție}}"
"home.trailConditionsStrip.heading","edited","Trails today","Troodos trails: winter status","Trasee Troodos: situația de iarnă"
"install.page.benefits.items.icon","new","","An icon on your home screen that opens the guide full-screen, like an app.","O pictogramă pe ecranul principal care deschide ghidul pe tot ecranul, ca o aplicație."
"install.page.benefits.items.offline","new","","Your plan and recently viewed pages keep working when the signal drops in the mountains — bookings and live weather still need a connection.","Planul tău și paginile vizitate recent merg în continuare când dispare semnalul în munți — rezervările și vremea în direct au nevoie tot de conexiune."
"install.page.benefits.items.shortcuts","new","","On Android, pressing and holding the icon offers shortcuts straight to your plan and to what's good right now.","Pe Android, o apăsare lungă pe pictogramă deschide scurtături către planul tău și către ce merită chiar acum."
"install.page.benefits.title","new","","What you get","Ce primești"
"install.page.header.description","new","","Cyprus Winter installs straight from your browser — no app store, a few seconds, almost no space. It stays the same site, always current.","Cyprus Winter se instalează direct din browser — fără app store, în câteva secunde, aproape fără spațiu. Rămâne același site, mereu actual."
"install.page.header.title","edited","Install on SiteGround","Save Cyprus Winter to your phone","Salvează Cyprus Winter pe telefon"
"install.page.homeCta","new","","Explore the guide","Explorează ghidul"
"install.page.meta.description","edited","Step-by-step instructions to deploy Cyprus Winter on SiteGround shared hosting. Static export, upload, and .htaccess setup.","Add Cyprus Winter to your home screen from your browser — no app store. Your plan and recently viewed pages keep working offline.","Adaugă Cyprus Winter pe ecranul principal direct din browser — fără app store. Planul tău și paginile vizitate recent funcționează și offline."
"install.page.meta.title","edited","Install on SiteGround | Cyprus Winter","Save Cyprus Winter to your phone | Cyprus Winter","Salvează Cyprus Winter pe telefon | Cyprus Winter"
"install.page.notes.body","new","","Installing needs no app-store account and nothing to update by hand — it's this website in an app frame, so it's always current. Remove it any time the way you'd remove any app.","Instalarea nu cere niciun cont de app store și nimic de actualizat manual — este acest site într-o ramă de aplicație, deci mereu actual. Îl poți elimina oricând, ca pe orice aplicație."
"install.page.planCta","new","","Open your plan","Deschide planul tău"
"install.page.platforms.android.body","new","","Open the browser menu, choose Add to Home screen (on some phones: Install app) and confirm. If an install bar appears at the bottom of the page, its button does the same thing.","Deschide meniul browserului, alege „Adaugă pe ecranul de pornire” (pe unele telefoane: „Instalează aplicația”) și confirmă. Dacă în josul paginii apare o bară de instalare, butonul ei face același lucru."
"install.page.platforms.android.title","new","","Android — Chrome","Android — Chrome"
"install.page.platforms.desktop.body","new","","Click the install icon at the right end of the address bar, or choose Install from the browser menu, and confirm. In Safari on a Mac (macOS Sonoma and newer), choose File → Add to Dock instead. Firefox doesn't offer desktop installation — a bookmark works there.","Apasă pictograma de instalare din dreapta barei de adrese sau alege „Instalează” din meniul browserului și confirmă. În Safari pe Mac (macOS Sonoma și mai nou) alege în schimb „Fișier” → „Adaugă în Dock”. Firefox nu oferă instalare pe computer — acolo ajunge un semn de carte."
"install.page.platforms.desktop.title","new","","Computer — Chrome or Edge","Computer — Chrome sau Edge"
"install.page.platforms.ios.body","new","","Tap Share, scroll to Add to Home Screen and tap Add. The guide then opens full-screen from its own icon.","Atinge „Partajează”, derulează la „Adaugă la ecranul principal” și atinge „Adaugă”. Ghidul se deschide apoi pe tot ecranul din propria pictogramă."
"install.page.platforms.ios.title","new","","iPhone and iPad — Safari","iPhone și iPad — Safari"
"meta.homeDescription","edited","","A quieter Cyprus in winter. Discover mild coastlines, mountain villages, open trails, wineries, and local places worth slowing down for.","Un Cipru mai liniștit iarna. Descoperă coaste blânde, sate de munte, trasee deschise, crame și locuri autentice pentru care merită să încetinești."
"meta.homeTitle","edited","","Cyprus Winter | Trails, Villages, Wineries, and Slow Days","Cyprus Winter | Trasee, sate, crame și zile tihnite"
"nav.install","new","","Install the app","Instalează aplicația"
"nav.team","edited","Team","How we choose","Cum alegem"
"partner.join.directoryCta","new","","Licensed-guide directory","Catalogul ghizilor licențiați"
"partner.join.header.description","new","","Cyprus Winter lists places and guides we would recommend in January — never places that pay. Here is how a listing works and how verification is earned.","Cyprus Winter listează locuri și ghizi pe care i-am recomanda noi înșine în ianuarie — niciodată locuri care plătesc. Iată cum funcționează listarea și verificarea."
"partner.join.header.title","new","","Become a partner","Deveniți partener"
"partner.join.meta.description","new","","How wineries and licensed guides get listed on Cyprus Winter: free listings, license-based verification, never pay-for-placement.","Cum ajung cramele și ghizii licențiați pe Cyprus Winter: listări gratuite, verificare pe baza licenței, niciodată poziții plătite."
"partner.join.meta.title","new","","Become a Partner | Cyprus Winter","Deveniți partener | Cyprus Winter"
"partner.join.portalCta","new","","Partner sign-in","Autentificare partener"
"partner.join.sections.now.body","new","","Existing partners sign in to the partner portal to manage winter hours, photos, and booking requests. Licensed guides already appear in the public directory from the official register. A direct onboarding contact opens soon — until it does, we will not publish an address that goes nowhere.","Partenerii existenți se conectează la portalul partenerilor pentru program, fotografii și cereri de rezervare. Ghizii licențiați apar deja în catalogul public din registrul oficial. Un contact direct de înscriere vine în curând — până atunci nu publicăm o adresă care nu duce nicăieri."
"partner.join.sections.now.title","new","","How to start today","Cum începeți azi"
"partner.join.sections.verify.body","new","","The ""Verified"" badge means one thing: we have confirmed your license or business and a booking contact that actually reaches you. Until a reachable contact is wired, a listing stays visible but never claims verification — we do not show badges we cannot stand behind.","Insigna „Verificat” înseamnă un singur lucru: am confirmat licența sau afacerea și un contact de rezervări care chiar ajunge la dumneavoastră. Până când un contact funcțional este conectat, listarea rămâne vizibilă, dar nu pretinde verificare — nu afișăm insigne pe care nu le putem susține."
"partner.join.sections.verify.title","new","","How verification works","Cum funcționează verificarea"
"partner.join.sections.what.body","new","","A free editorial listing — winter hours, honest notes, native-language content in seven languages. Nobody can buy a placement, and partners never pay a listing fee. Guests book directly with you; we take no commission from guests.","O listare editorială gratuită — program de iarnă, note oneste, conținut în șapte limbi. Nicio poziție nu se poate cumpăra, iar partenerii nu plătesc taxă de listare. Oaspeții rezervă direct la dumneavoastră; nu luăm comision de la oaspeți."
"partner.join.sections.what.title","new","","What a listing is","Ce este o listare"
